amfi_code,CAGR_3Y,Sharpe_Ratio,Sortino_Ratio,Alpha,Max_Drawdown
119094,35.11180209642853,0.9982309868636403,1.7037974802463003,0.2607666908004223,-0.20960883862039192
148567,34.00091602163293,1.4482911703262602,2.385644373368818,0.2698375144191807,-0.11265729075028275
120504,32.48742855621496,1.0265242847993008,1.8052937940992548,0.2119482701352573,-0.12588275606922517
100033,32.442459421956116,1.0936987435346308,1.8291339615146942,0.2719535450128533,-0.16217208574644848
120505,31.777537151234704,1.18010119766065,2.0293529404657464,0.2926358334175106,-0.18188513572116294
119551,30.456524420302888,1.2082665673727178,2.140267129061793,0.23201007160635082,-0.1501238549864533
120843,29.58277033726251,1.306743969542841,2.364320032166718,0.27330465038306057,-0.1297396816518679
148569,29.178901578393777,1.2349300257743292,2.1469139263460555,0.2827036785246582,-0.1639674294693263
101206,28.96769452874166,1.0272133278753701,1.7995628746984524,0.21399784776051212,-0.11291596329323073
149324,27.000426614519245,0.949795824661604,1.619793176491409,0.3005787817097677,-0.31171900300634214
149323,26.869990828902203,1.1321218524747254,1.875101063919208,0.26598577542043045,-0.17248105753451382
119598,26.66992200118774,0.9453082575156091,1.6753165700125516,0.3033696538698332,-0.2870600572176455
102887,25.556187904126524,0.6195175900829826,1.0887552508030014,0.16211256794033255,-0.21539827112383225
118632,22.652359830098632,1.081659179345704,1.8501325468557264,0.21829397904608644,-0.17414075086657232
118633,21.08997654925684,0.6452074382933218,1.1544757169236237,0.15643835948169668,-0.18629743138595511
119093,20.816771175535862,0.12961449795669322,0.22108683979276347,0.08232801295222093,-0.21751396370148224
118635,20.00820838047148,0.6648569985490621,1.137976718780742,0.1513635464823924,-0.1165062450540909
102885,19.66726206830185,0.817099337349437,1.4357420130649492,0.17048756803412696,-0.1085986215250232
125497,18.434488610520173,0.7757902498211207,1.3306512447571366,0.17729754927531766,-0.15200013055606398
120506,18.421996537444542,0.6488787755249528,1.0958951614736467,0.1625385327998104,-0.1982565826298267
149322,18.04420648663614,0.46403744922047735,0.7621288703723165,0.13173190226099432,-0.14844576917771746
120841,17.26727508371786,0.49427253786723485,0.8625738849916581,0.13042924450705445,-0.1757361416468729
119552,16.267372294624916,0.9532794968660109,1.609776489628308,0.1986859936686296,-0.11803493502764295
148568,14.748035533586012,0.9262873467360143,1.6327409778735162,0.20873010086942337,-0.1527259422823477
120503,13.978381933703044,0.7979728586052846,1.3379431500669237,0.17703302365844073,-0.13897862823061635
125498,11.245222866621418,0.3006119210425479,0.508812819716923,0.11989100971217971,-0.21117279560132118
118634,8.007927728656083,0.44843400890899154,0.7460146308533572,0.1750072167561127,-0.2334488614483311
120842,7.756003551327284,0.07599984804658917,0.12469346986475664,0.0780443887615508,-0.24003511326274884
120507,7.394286300360076,0.49572339295331214,1.0521238822609293,0.06746210411099539,-0.0009773140045925555
120844,6.695971624586994,-0.08874729621557331,-0.1877230477424232,0.06455677495375998,-0.0011629327956168556
101208,6.315784491375509,-0.8155673679088272,-1.6810378667512837,0.060861457957871144,-0.0016224980244717857
119120,5.840358798463097,-0.22657538662791588,-0.3767670081706672,0.05620895216638369,-0.04328728923970093
118636,4.062205023777143,-0.356629507514368,-0.6135251287271027,0.05074772999976104,-0.08316361763638702
100025,3.9163899571040384,-0.5670947928476847,-0.9418212366054207,0.042817920315060876,-0.04308263824636349
100016,1.292649342495622,-0.2015170675596694,-0.35104746015230903,0.03747580763443281,-0.24734440880673303
119092,0.5258871209757432,0.03078485095458589,0.05257398559304797,0.0689952982167755,-0.1440161790933726
102886,-0.7674063178547241,-0.20583160785470317,-0.34722230254727277,0.02896939786637944,-0.2800112356639287
119599,-1.337386614488112,-0.05718662582817997,-0.09438726129459607,0.048824215945539845,-0.5257422117012851
101207,-4.152381044854481,0.16266076928646783,0.27664379626092334,0.10897091901704538,-0.3544691649336603
119095,-11.705806723995272,-0.07597357117478926,-0.12818559275851932,0.04801595363775955,-0.5167775370852656
